Anio,Codigo,Departamento,Población,Camas de hospitalización,Camas de observación,Consultorios de consulta externa,Consultorios en el servicio de urgencias,Mesas de partos,Número de unidades de odontología,Salas de quirófanos,Camas de hospitalización/Habitantes,Camas de observación/Habitantes,Consultorios de consulta externa/Habitantes,Consultorios en el servicio de urgencias/Habitantes,Mesas de partos/Habitantes,Número de unidades de odontología/Habitantes,Salas de quirófanos/Habitantes
2022,13.0,Bolívar,2227184.0,1059,490,671,83,47,152,23,47.55,22.0,30.13,3.73,2.11,6.82,1.03
2022,15.0,Boyacá,1285035.0,1117,277,835,69,35,276,24,86.92,21.56,64.98,5.37,2.72,21.48,1.87
2022,17.0,Caldas,1034151.0,683,254,371,58,35,112,12,66.04,24.56,35.87,5.61,3.38,10.83,1.16
2022,18.0,Caquetá,421797.0,359,167,106,24,18,46,4,85.11,39.59,25.13,5.69,4.27,10.91,0.95
2022,85.0,Casanare,459973.0,392,128,207,39,23,46,6,85.22,27.83,45.0,8.48,5.0,10.0,1.3
2022,19.0,Cauca,1541265.0,977,416,584,77,47,241,19,63.39,26.99,37.89,5.0,3.05,15.64,1.23
2022,20.0,Cesar,1349162.0,719,342,477,71,36,107,13,53.29,25.35,35.36,5.26,2.67,7.93,0.96
2022,27.0,Chocó,584521.0,233,113,62,5199,16,25,2,39.86,19.33,10.61,889.45,2.74,4.28,0.34
2022,25.0,Cundinamarca,3334637.0,1661,581,1041,134,46,234,50,49.81,17.42,31.22,4.02,1.38,7.02,1.5
2022,23.0,Córdoba,1882211.0,767,461,633,88,43,146,13,40.75,24.49,33.63,4.68,2.28,7.76,0.69
2022,95.0,Guaviare,94625.0,116,25,38,7,4,9,2,122.59,26.42,40.16,7.4,4.23,9.51,2.11
2022,41.0,Huila,1164463.0,900,499,400,90,42,152,20,77.29,42.85,34.35,7.73,3.61,13.05,1.72
2022,44.0,La Guajira,1017121.0,411,170,228,27,19,40,8,40.41,16.71,22.42,2.65,1.87,3.93,0.79
2022,47.0,Magdalena,1476366.0,848,352,366,62,53,123,19,57.44,23.84,24.79,4.2,3.59,8.33,1.29
2022,50.0,Meta,1113810.0,669,285,283,60,36,85,7,60.06,25.59,25.41,5.39,3.23,7.63,0.63
2022,,Nacional,51627601.0,27083,10468,13656,7213,1072,3806,548,52.46,20.28,26.45,13.97,2.08,7.37,1.06
2022,52.0,Nariño,1689002.0,807,651,565,104,66,200,20,47.78,38.54,33.45,6.16,3.91,11.84,1.18
2022,54.0,Norte de Santander,1678975.0,923,410,670,87,44,119,12,54.97,24.42,39.91,5.18,2.62,7.09,0.71
2022,86.0,Putumayo,377095.0,348,152,106,24,10,33,8,92.28,40.31,28.11,6.36,2.65,8.75,2.12
2022,63.0,Quindío,559810.0,466,145,159,31,12,52,6,83.24,25.9,28.4,5.54,2.14,9.29,1.07
2022,66.0,Risaralda,970138.0,724,231,212,42,16,86,11,74.63,23.81,21.85,4.33,1.65,8.86,1.13
2022,68.0,Santander,2335238.0,1653,587,688,128,87,171,31,70.79,25.14,29.46,5.48,3.73,7.32,1.33
2022,70.0,Sucre,980942.0,552,265,220,45,32,59,7,56.27,27.01,22.43,4.59,3.26,6.01,0.71
2022,73.0,Tolima,1367802.0,1281,508,376,93,56,101,30,93.65,37.14,27.49,6.8,4.09,7.38,2.19
2022,76.0,Valle del Cauca,4626064.0,1976,647,1369,151,55,362,45,42.71,13.99,29.59,3.26,1.19,7.83,0.97
2022,97.0,Vaupés,45579.0,22,10,7,3,3,6,1,48.27,21.94,15.36,6.58,6.58,13.16,2.19
2022,99.0,Vichada,120942.0,77,6,24,5,5,7,2,63.67,4.96,19.84,4.13,4.13,5.79,1.65
