Codigo,DPNOM,MPIO,Municipio_y,Municipio_Departamento,IPS_2022,IPS/Habitantes
15,Boyacá,15317,Guacamayas,Guacamayas (Boyacá),1.0,52.0
86,Putumayo,86760,Santiago,Santiago (Putumayo),4.0,53.0
70,Sucre,70221,Coveñas,Coveñas (Sucre),11.0,53.0
91,Amazonas,91669,Puerto Santander,Puerto Santander (Amazonas),1.0,53.0
91,Amazonas,91460,Miriti - Paraná,Miriti - Paraná (Amazonas),1.0,53.0
25,Cundinamarca,25843,Villa de San Diego de Ubaté,Villa de San Diego de Ubaté (Cundinamarca),26.0,53.0
52,Nariño,52685,San Bernardo,San Bernardo (Nariño),5.0,53.0
68,Santander,68773,Sucre,Sucre (Santander),4.0,53.0
15,Boyacá,15226,Cuítiva,Cuítiva (Boyacá),1.0,53.0
52,Nariño,52258,El Tablón de Gómez,El Tablón de Gómez (Nariño),8.0,54.0
15,Boyacá,15550,Pisba,Pisba (Boyacá),1.0,54.0
19,Cauca,19701,Santa Rosa,Santa Rosa (Cauca),3.0,54.0
50,Meta,50245,El Calvario,El Calvario (Meta),1.0,54.0
25,Cundinamarca,25126,Cajicá,Cajicá (Cundinamarca),51.0,54.0
76,Valle del Cauca,76122,Caicedonia,Caicedonia (Valle del cauca),16.0,54.0
5,Antioquia,5631,Sabaneta,Sabaneta (Antioquia),48.0,54.0
70,Sucre,70110,Buenavista,Buenavista (Sucre),6.0,54.0
47,Magdalena,47161,Cerro de San Antonio,Cerro de San Antonio (Magdalena),6.0,55.0
70,Sucre,70508,Ovejas,Ovejas (Sucre),13.0,55.0
23,Córdoba,23660,Sahagún,Sahagún (Córdoba),63.0,55.0
50,Meta,50001,Villavicencio,Villavicencio (Meta),319.0,56.0
47,Magdalena,47960,Zapayán,Zapayán (Magdalena),6.0,56.0
20,Cesar,20011,Aguachica,Aguachica (Cesar),69.0,56.0
15,Boyacá,15522,Panqueba,Panqueba (Boyacá),1.0,57.0
52,Nariño,52687,San Lorenzo,San Lorenzo (Nariño),11.0,57.0
68,Santander,68720,Santa Helena del Opón,Santa Helena del Opón (Santander),2.0,57.0
15,Boyacá,15759,Sogamoso,Sogamoso (Boyacá),77.0,57.0
52,Nariño,52110,Buesaco,Buesaco (Nariño),14.0,57.0
25,Cundinamarca,25592,Quebradanegra,Quebradanegra (Cundinamarca),3.0,57.0
52,Nariño,52696,Santa Bárbara,Santa Bárbara (Nariño),8.0,57.0
27,Chocó,27745,Sipí,Sipí (Chocó),2.0,57.0
15,Boyacá,15238,Duitama,Duitama (Boyacá),76.0,58.0
13,Bolívar,13001,Cartagena de Indias,Cartagena de Indias (Bolívar),604.0,58.0
52,Nariño,52399,La Unión,La Unión (Nariño),19.0,58.0
15,Boyacá,15660,San Eduardo,San Eduardo (Boyacá),1.0,58.0
81,Arauca,81591,Puerto Rondón,Puerto Rondón (Arauca),3.0,59.0
86,Putumayo,86001,Mocoa,Mocoa (Putumayo),37.0,59.0
76,Valle del Cauca,76622,Roldanillo,Roldanillo (Valle del cauca),22.0,59.0
27,Chocó,27135,El Cantón del San Pablo,El Cantón del San Pablo (Chocó),4.0,60.0
52,Nariño,52001,Pasto,Pasto (Nariño),246.0,60.0
41,Huila,41001,Neiva,Neiva (Huila),225.0,60.0
15,Boyacá,15090,Berbeo,Berbeo (Boyacá),1.0,60.0
5,Antioquia,5501,Olaya,Olaya (Antioquia),2.0,61.0
76,Valle del Cauca,76100,Bolívar,Bolívar (Valle del cauca),10.0,61.0
86,Putumayo,86749,Sibundoy,Sibundoy (Putumayo),10.0,61.0
66,Risaralda,66001,Pereira,Pereira (Risaralda),295.0,61.0
8,Atlántico,8001,Barranquilla,Barranquilla (Atlántico),817.0,62.0
15,Boyacá,15832,Tununguá,Tununguá (Boyacá),1.0,62.0
47,Magdalena,47288,Fundación,Fundación (Magdalena),46.0,63.0
5,Antioquia,5045,Apartadó,Apartadó (Antioquia),82.0,63.0
81,Arauca,81794,Tame,Tame (Arauca),33.0,63.0
20,Cesar,20001,Valledupar,Valledupar (Cesar),349.0,64.0
52,Nariño,52612,Ricaurte,Ricaurte (Nariño),13.0,64.0
85,Casanare,85279,Recetor,Recetor (Casanare),1.0,64.0
52,Nariño,52356,Ipiales,Ipiales (Nariño),78.0,65.0
25,Cundinamarca,25307,Girardot,Girardot (Cundinamarca),75.0,65.0
68,Santander,68679,San Gil,San Gil (Santander),41.0,66.0
63,Quindio,63001,Armenia,Armenia (Quindío),202.0,66.0
47,Magdalena,47001,Santa Marta,Santa Marta (Magdalena),360.0,66.0
68,Santander,68673,San Benito,San Benito (Santander),2.0,66.0
73,Tolima,73001,Ibagué,Ibagué (Tolima),363.0,67.0
52,Nariño,52378,La Cruz,La Cruz (Nariño),13.0,67.0
19,Cauca,19001,Popayán,Popayán (Cauca),229.0,68.0
68,Santander,68522,Palmar,Palmar (Santander),1.0,68.0
52,Nariño,52203,Colón,Colón (Nariño),6.0,68.0
27,Chocó,27810,Unión Panamericana,Unión Panamericana (Chocó),5.0,69.0
86,Putumayo,86219,Colón,Colón (Putumayo),4.0,70.0
44,La Guajira,44001,Riohacha,Riohacha (La Guajira),153.0,70.0
52,Nariño,52786,Taminango,Taminango (Nariño),13.0,71.0
85,Casanare,85001,Yopal,Yopal (Casanare),133.0,71.0
85,Casanare,85136,La Salina,La Salina (Casanare),1.0,72.0
25,Cundinamarca,25596,Quipile,Quipile (Cundinamarca),5.0,72.0
68,Santander,68370,Jordán,Jordán (Santander),1.0,73.0
15,Boyacá,15533,Paya,Paya (Boyacá),2.0,73.0
50,Meta,50686,San Juanito,San Juanito (Meta),1.0,73.0
70,Sucre,70473,Morroa,Morroa (Sucre),12.0,74.0
17,Caldas,17446,Marulanda,Marulanda (Caldas),2.0,74.0
25,Cundinamarca,25175,Chía,Chía (Cundinamarca),114.0,74.0
52,Nariño,52354,Imués,Imués (Nariño),6.0,76.0
52,Nariño,52240,Chachagüí,Chachagüí (Nariño),12.0,76.0
23,Córdoba,23001,Montería,Montería (Córdoba),394.0,76.0
52,Nariño,52381,La Florida,La Florida (Nariño),8.0,77.0
52,Nariño,52051,Arboleda,Arboleda (Nariño),7.0,78.0
68,Santander,68001,Bucaramanga,Bucaramanga (Santander),475.0,78.0
68,Santander,68211,Contratación,Contratación (Santander),3.0,79.0
52,Nariño,52390,La Tola,La Tola (Nariño),6.0,79.0
52,Nariño,52573,Puerres,Puerres (Nariño),7.0,80.0
25,Cundinamarca,25580,Pulí,Pulí (Cundinamarca),3.0,81.0
52,Nariño,52233,Cumbitara,Cumbitara (Nariño),5.0,82.0
5,Antioquia,5615,Rionegro,Rionegro (Antioquia),119.0,82.0
15,Boyacá,15114,Busbanzá,Busbanzá (Boyacá),1.0,84.0
15,Boyacá,15401,La Victoria,La Victoria (Boyacá),1.0,85.0
70,Sucre,70001,Sincelejo,Sincelejo (Sucre),263.0,86.0
15,Boyacá,15723,Sativasur,Sativasur (Boyacá),1.0,88.0
97,Vaupés,97001,Mitú,Mitú (Vaupés),30.0,90.0
52,Nariño,52019,Albán,Albán (Nariño),9.0,91.0
91,Amazonas,91536,Puerto Arica,Puerto Arica (Amazonas),1.0,93.0
15,Boyacá,15839,Tutazá,Tutazá (Boyacá),2.0,94.0
52,Nariño,52560,Potosí,Potosí (Nariño),10.0,94.0
52,Nariño,52435,Mallama,Mallama (Nariño),9.0,96.0
52,Nariño,52540,Policarpa,Policarpa (Nariño),10.0,98.0
15,Boyacá,15362,Iza,Iza (Boyacá),2.0,98.0
25,Cundinamarca,25086,Beltrán,Beltrán (Cundinamarca),2.0,100.0
15,Boyacá,15500,Oicatá,Oicatá (Boyacá),3.0,100.0
44,La Guajira,44650,San Juan del Cesar,San Juan del Cesar (La Guajira),54.0,101.0
27,Chocó,27580,Río Iró,Río Iró (Chocó),6.0,106.0
15,Boyacá,15001,Tunja,Tunja (Boyacá),195.0,106.0
8,Atlántico,8573,Puerto Colombia,Puerto Colombia (Atlántico),58.0,107.0
27,Chocó,27001,Quibdó,Quibdó (Chocó),149.0,107.0
97,Vaupés,97777,Papunahua,Papunahua (Vaupés),1.0,128.0
91,Amazonas,91530,Puerto Alegría,Puerto Alegría (Amazonas),1.0,129.0
97,Vaupés,97161,Carurú,Carurú (Vaupés),5.0,147.0
91,Amazonas,91430,La Victoria,La Victoria (Amazonas),1.0,150.0
97,Vaupés,97666,Taraira,Taraira (Vaupés),4.0,161.0
97,Vaupés,97511,Pacoa,Pacoa (Vaupés),10.0,219.0
97,Vaupés,97889,Yavaraté,Yavaraté (Vaupés),5.0,427.0
